    56.100     1.000     7.000         *         *         *     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1  1
         *     1.000         *    56.100     1.000     7.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1  2
    42.840     0.000    13.000         *     1.000         *     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1  3
         *     0.000         *    42.840     0.000    13.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1  4
    71.580     1.000    15.000         *     0.000         *     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1  5
    58.820     1.000     6.000    71.580     1.000    15.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1  6
    69.500     1.000     6.000    58.820     1.000     6.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1  7
    41.280     1.000    13.000    69.500     1.000     6.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1  8
    45.840     1.000    14.000    41.280     1.000    13.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1  9
    48.800     1.000    14.000    45.840     1.000    14.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 10
    56.620     1.000    14.000    48.800     1.000    14.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 11
    57.720     1.000    12.000    56.620     1.000    14.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 12
    87.480     1.000    15.000    57.720     1.000    12.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 13
         *     1.000         *    87.480     1.000    15.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 14
    64.800     1.000    15.000         *     1.000         *     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 15
    96.120     1.000    12.000    64.800     1.000    15.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 16
    55.920     0.000    12.000    96.120     1.000    12.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 17
    77.880     0.000    14.000    55.920     0.000    12.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 18
    81.140     1.000    12.000    77.880     0.000    14.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 19
    65.260     1.000    11.000    81.140     1.000    12.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 20
    74.500     1.000    14.000    65.260     1.000    11.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 21
    65.540     1.000     8.000    74.500     1.000    14.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 22
    47.000     0.000     6.000    65.540     1.000     8.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 23
    29.560     0.000     6.000    47.000     0.000     6.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 24
         *     1.000         *    29.560     0.000     6.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 25
    60.220     1.000    15.000         *     1.000         *     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 26
    57.640     1.000    15.000    60.220     1.000    15.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 27
         *     1.000         *    57.640     1.000    15.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 28
    35.520     0.000     3.000         *     1.000         *     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 29
    25.920     0.000     4.000    35.520     0.000     3.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 30
    28.360     0.000    11.000    25.920     0.000     4.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 31
         *     0.000         *    28.360     0.000    11.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 32
         *     1.000         *         *     0.000         *     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 33
    38.660     1.000    13.000         *     1.000         *     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 34
    33.760     1.000    12.000    38.660     1.000    13.000     2.328     2.320     0.242     1.879     2.819     5.757     5.771     0.131     5.460     5.990    54.105    54.253     5.202    43.716    63.867    10.131    10.144     0.729     8.649    11.575  1 35
    81.960     1.000    15.000         *         *         *     2.226     2.220     0.218     1.821     2.654     5.832     5.834     0.116     5.577     6.064    65.240    65.179     5.206    54.616    74.938    10.041    10.093     0.706     8.584    11.324  2  1
    70.540     1.000    15.000    81.960     1.000    15.000     2.226     2.220     0.218     1.821     2.654     5.832     5.834     0.116     5.577     6.064    65.240    65.179     5.206    54.616    74.938    10.041    10.093     0.706     8.584    11.324  2  2
    78.240     1.000     7.000    70.540     1.000    15.000     2.226     2.220     0.218     1.821     2.654     5.832     5.834     0.116     5.577     6.064    65.240    65.179     5.206    54.616    74.938    10.041    10.093     0.706     8.584    11.324  2  3
    87.120     0.000    13.000    78.240     1.000     7.000     2.226     2.220     0.218     1.821     2.654     5.832     5.834     0.116     5.577     6.064    65.240    65.179     5.206    54.616    74.938    10.041    10.093     0.706     8.584    11.324  2  4
    69.500     1.000    12.000    87.120     0.000    13.000     2.226     2.220     0.218     1.821     2.654     5.832     5.834     0.116     5.577     6.064    65.240    65.179     5.206    54.616    74.938    10.041    10.093     0.706     8.584    11.324  2  5
    60.520     1.000    14.000    69.500     1.000    12.000     2.226     2.220     0.218     1.821     2.654     5.832     5.834     0.116     5.577     6.064    65.240    65.179     5.206    54.616    74.938    10.041    10.093     0.706     8.584    11.324  2  6
    63.800     1.000    10.000    60.520     1.000    14.000     2.226     2.220     0.218     1.821     2.654     5.832     5.834     0.116     5.577     6.064    65.240    65.179     5.206    54.616    74.938    10.041    10.093     0.706     8.584    11.324  2  7
    56.760     1.000    11.000    63.800     1.000    10.000     2.226     2.220     0.218     1.821     2.654     5.832     5.834     0.116     5.577     6.064    65.240    65.179     5.206    54.616    74.938    10.041    10.093     0.706     8.584    11.324  2  8
